07MO,small_airport,Lake Sexton Airport,38.655553,-93.624458,880,NA,US,Warrensburg
07MT,small_airport,Glasgow Industrial Airport,48.42110062,-106.5279999,2762,NA,US,Glasgow
07N,small_airport,Bermudian Valley Airpark,40.0168,-77.003899,470,NA,US,Washington Township
07NC,small_airport,Hawks Meadow Airport,34.83319855,-80.75119781,625,NA,US,Waxhaw
07NV,small_airport,Border Line Farm Airport,39.102239,-114.053472,5120,NA,US,Baker
07OK,small_airport,Pleasant Valley Airport,34.63339996,-99.03369904,1322,NA,US,Snyder
07OR,small_airport,Bruce's Airport,45.42179871,-122.6200027,250,NA,US,Milwaukie
07PN,small_airport,Folmar Airport,40.998889,-78.125278,1690,NA,US,Grassflat
07SN,small_airport,Churchill Airport,39.77280045,-99.36009979,1965,NA,US,Phillipsburg
07TA,small_airport,Salaika Aviation Airport,29.240519,-95.344658,30,NA,US,Danbury
07TE,small_airport,Cuddihy Field,27.72109985,-97.51280212,39,NA,US,Corpus Christi
07TN,small_airport,Corntassel Airport,35.5685997,-84.2410965,970,NA,US,Vonore
07TS,small_airport,Cross-Country Estates Airport,30.625381,-97.571425,690,NA,US,Georgetown
07UT,small_airport,E Northrop Grumman Airport,41.716667,-112.447222,4480,NA,US,Howell
07VA,small_airport,Alpha Hotel Airport,36.81959915,-78.78309631,350,NA,US,Clover
07VT,small_airport,Meadow STOLport,44.44720078,-72.91470337,801,NA,US,Jericho
07WY,small_airport,Stallions Airport,44.960084,-106.105925,4074,NA,US,Sheridan
07Y,small_airport,Hill City-Quadna Mountain Airport,46.95550156,-93.59690094,1289,NA,US,Hill City
08AK,small_airport,Fisher Airport,61.568743,-149.725757,200,NA,US,Big Lake
08B,small_airport,Merrymeeting Field,44,-69.88710022,65,NA,US,Bowdoinham
08CL,small_airport,Kistler Ranch Airport,37.85960007,-120.5540009,1025,NA,US,Jamestown
08CO,small_airport,Terra Firma Airport,38.73249817,-104.0410004,5600,NA,US,Rush
08F,small_airport,City of Coalgate Airport,34.53179932,-96.23310089,615,NA,US,Coalgate
08FA,small_airport,Duda Airstrip,26.57979965,-81.48370361,35,NA,US,La Belle
08FD,small_airport,Sunniland Ranch Airport,27.36310005,-80.77279663,65,NA,US,Okeechobee
08FL,small_airport,J. H. Hendrie Farms Airport,27.08449936,-81.3286972,103,NA,US,Lake Placid
08GA,small_airport,Sapelo Island Airport,31.42580032,-81.2858963,12,NA,US,Darien
08ID,small_airport,Symms Airport,43.56930161,-116.7770004,2680,NA,US,Marsing
08IS,small_airport,Hemmer RLA Restricted Landing Area,37.97779846,-89.20290375,400,NA,US,Du Quoin
08KS,small_airport,Alderson Airport,39.03469849,-97.58000183,1250,NA,US,Bennington
08KY,small_airport,Boss Airport,36.97259903,-84.62609863,820,NA,US,Burnside
08LL,small_airport,Sauer Airport,41.07529831,-88.48919678,665,NA,US,Dwight
08LS,small_airport,Aeleron Airport,30.40829,-92.033444,51,NA,US,Sunset
08MA,small_airport,Wormid Airport,42.29399872,-71.49620056,360,NA,US,Southborough
08ME,small_airport,Lindbergh Airport,44.81420135,-70.34529877,554,NA,US,Avon
08MO,small_airport,Twin Oaks Airport,37.39559937,-94.28379822,955,NA,US,Jasper
08MS,small_airport,Williams Field,34.66220093,-89.86830139,345,NA,US,Coldwater
08MT,small_airport,Matovich Airport,47.065679,-108.809624,3450,NA,US,Grass Range
08N,small_airport,Keller Brothers Airport,40.29180145,-76.32879639,550,NA,US,Lebanon
08NC,small_airport,Whiteheart Farm Airport,36.06760025,-80.46559906,750,NA,US,Lewisville
08ND,small_airport,Brecht Strip,47.32310104,-102.0979996,1990,NA,US,Golden Valley
08NE,small_airport,Laurel Municipal Airport,42.43170166,-97.07949829,1467,NA,US,Laurel
08NR,small_airport,Bell Mountain Airport,35.217541,-82.426,2150,NA,US,Zirconia
08NY,small_airport,Md1 Airport,41.36809921,-74.50559998,650,NA,US,Middletown
08OH,small_airport,Kenley Airport,41.29169846,-80.56369781,1230,NA,US,Hartford
08OK,small_airport,Parks Airport,34.93149948,-95.25830078,635,NA,US,Wilburton
08OL,small_airport,Broken B Airport,35.408087,-98.605477,1518,NA,US,Hydro
08OR,small_airport,Saxon Sycan Airport,42.83929825,-121.1169968,4990,NA,US,Silver Lake
08R,small_airport,Richmond Airport,41.489498,-71.620598,130,NA,US,West Kingston
08TN,small_airport,PTC Airport,35.298914,-86.474357,820,NA,US,Fayetteville
08TT,small_airport,LZ Tango Charlie Airport,30.308803,-99.022228,2054,NA,US,Fredericksburg
08TX,small_airport,Cross Wind Airport,32.85789,-97.744303,1040,NA,US,Weatherford
08U,small_airport,Stevens-Crosby Airport,41.515701,-115.860001,6397,NA,US,Elko
